lev;sys;numbis;text;vw
5;Bt 2048;;...............Geschichte der Denkmalpflege, zeitlich durchgehend;
5;Bt 2050;;...............idem (= Geschichte der Denkmalpflege), vor 1800;
5;Bt 2060;;...............idem (= Geschichte der Denkmalpflege), 1800 bis zur Gegenwart;
5;Bt 2070;;...............idem (= Geschichte der Denkmalpflege), 19. Jh.;
5;Bt 2080;;...............idem (= Geschichte der Denkmalpflege), 20. Jh.;
4;Bt xxx;yyy;............Kunstschutz im Kriege (auch Kriegsschäden und Nachkriegswiederaufbau);
5;Bt 2100;2108;...............Wesen und Praxis des Kriegs-Kunstschutzes;
5;Bt 2120;2128;...............Recht und Verwaltung des Kriegs-Kunstschutzes;
5;Bt 2130;;...............Geschichte des Kriegs-Kunstschutzes und des Wiederaufbaues, zeitlich durchgehend;
5;Bt 2140;;...............idem (= Geschichte des Kriegs-Kunstschutzes und des Wiederaufbaues), vor dem Ersten Weltkrieg;
5;Bt 2150;;...............idem (= Geschichte des Kriegs-Kunstschutzes und des Wiederaufbaues), im Ersten Weltkrieg;
5;Bt 2160;;...............idem (= Geschichte des Kriegs-Kunstschutzes und des Wiederaufbaues), zwischen 1918 und 1939;
5;Bt 2170;;...............idem (= Geschichte des Kriegs-Kunstschutzes und des Wiederaufbaues), im Zweiten Weltkrieg;
5;Bt 2180;;...............idem (= Geschichte des Kriegs-Kunstschutzes und des Wiederaufbaues), nach 1945;
4;Bt xxx;yyy;............Kunstraub;
5;Bt 2200;;...............Wesen und Praxis des Kunstraubs;
5;Bt 2240;;...............Geschichte des Kunstraubs, zeitlich durchgehend;
5;Bt 2250;;...............idem (= Geschichte des Kunstraubs), Frühchristentum (vor 800);
5;Bt 2260;;...............idem (= Geschichte des Kunstraubs), Mittelalter (800-1400);
5;Bt 2270;;...............idem (= Geschichte des Kunstraubs), Neuzeit (nach 1400);
5;Bt 2280;;...............idem (= Geschichte des Kunstraubs), 19. und 20. Jh.;
2;Bu ;;......Amtliche Kunstdenkmäler-Inventare;
3;Bu 10;;.........Kunstinventare vor 1900 nach Regionen oder Provinzen;
3;Bu 20;;.........Elenco degli edifici monumentali in Italia (1902);
3;Bu 40;;.........Elenco degli edifici monumentali (1911 ff.);
3;Bu 60;;.........Catalogo delle cose d'arte e di antichità d'Italia (1911 ff.);
3;Bu 80;;.........Inventario degli oggetti d'arte d'Italia (1931 ff.);
3;Bu 100;;.........Repertorio dei Beni Culturali delle Province di Firenze e Pistoia (1976 ff.);
3;Bu 110;;.........Repertorio dei Beni Architettonici e Ambientali. Soprintendenza ai Beni Architettonici e Ambientali per le Province di Firenze e Pistoia (1977 ff.);
3;Bu 200;;.........Repertorio delle schede di catalogo. Istituto Centrale per il Catalogo e la Documentazione. Lazio (1982 ff.);
1;D ;;...Topographie Rom;
2;Db ;;......Bibliographien;
3;Db 20;;.........allgemeine Bibliographien;
3;Db 60;;.........nicht-kunstgeschichtliche Sachbibliographien;
3;Db 100;;.........kunstgeschichtliche Sachbibliographien (auch Bibliographien einzelner Monumente);
2;De ;;......Geschichte und Kulturgeschichte;
3;De 20;;.........Wesenszüge der Stadt (nicht-historische Darstellungen);
3;De 40;;.........Geologie und Klima;
3;De 50;;.........Sammelschriften (Kalender, Almanache etc.);
3;De 60;;.........Inschriftensammlungen;
3;De 70;;.........Urkunden und Regesten (auch zur Kunsttätigkeit in Rom);
3;De 80;;.........sonstige Quellenpublikationen ;Romerlebnis = De 960
4;De xxx;yyy;............Geschichte bzw. Kulturgeschichte allgemein;
5;De 100;;...............zeitlich durchgehend;
5;De 110;;...............Antike und Frühchristentum;
5;De 120;;...............Frühchristentum (vor 800);
5;De 130;;...............Mittelalter (800-1400);
5;De 140;;...............Neuzeit (1400 bis zur Gegenwart);
5;De 150;;...............19. und 20. Jh.;
4;De 200;;............Familiengeschichte allgemein;
4;De 230;460;............einzelne Familien (sofern auf Rom beschränkt), geordnet nach Familiennamen;
4;De 500;;............Siegel- und Wappenkunde;
4;De 550;;............Numismatik;
4;De xxx;yyy;............Kirchengeschichte allgemein;
5;De 610;;...............zeitlich durchgehend;
5;De 612;;...............Frühchristentum (vor 800);
5;De 614;620;...............Mittelalter (800-1400);
5;De 622;;...............Neuzeit (1400 bis zur Gegenwart);
5;De 624;628;...............1400-1600;
5;De 630;634;...............1600-1800;
5;De 636;;...............19. und 20. Jh.;
4;De 650;;............Heilige und Märtyrer ;einzelne Heilige = Hh 8000 ff.
4;De xxx;yyy;............kirchliche Orden;
5;De 700;;...............allgemein, zeitlich durchgehend;
5;De 703;;...............idem (= allgemein), Mittelalter (bis 1400);
5;De 706;;...............idem (= allgemein), Neuzeit (nach 1400);
5;De 710;;...............Benediktiner;
5;De 715;;...............Zisterzienser;
5;De 720;;...............Augustiner;
5;De 725;;...............Bettelorden, allgemein;
5;De 730;;...............idem (= Bettelorden), nur Franziskaner;
5;De 732;;...............idem (= Bettelorden), nur Dominikaner;
5;De 734;;...............idem (= Bettelorden), nur Karmeliten;
5;De 736;;...............idem (= Bettelorden), nur Kapuziner;
5;De 738;;...............idem (= Bettelorden), sonstige Bettelordenszweige;
5;De 740;;...............Jesuiten;
5;De 750;;...............sonstige geistliche Orden;
4;De 760;;............Päpstliche Kurie (Ämter, Funktionen, Verwaltung) ;Conclave-Pläne speziell = Dv 510
4;De 770;;"............Liturgie der römischen ""Stationsfeiern"", Liturgie der Settimana Santa in Rom, Pontifikalmessen zu Weihnachten, Ostern, Pfingsten";
4;De 775;;............kirchliches Leben (Bruderschaften, Wallfahrten, Prozessionen, Predigt, Seelsorge);
4;De 777;;............Anni Santi (Jubeljahre);
4;De 780;;............Evangelische Kirche;
4;De 790;;............Juden, Ghetto;
4;De 795;;............sonstige nicht-katholische religiöse Gemeinschaften;
4;De xxx;yyy;............Geistesgeschichte;
5;De 800;;...............zeitlich durchgehend;
5;De 803;;...............Mittelalter (bis 1400);
5;De 806;;...............Neuzeit (nach 1400);
4;De 815;;............Buch- und Schriftwesen;
4;De 820;;............Schul- und Bildungswesen;
4;De 825;;............Sprache und Literatur;
4;De xxx;yyy;............Musikgeschichte;
5;De 840;;...............zeitlich durchgehend;
5;De 843;;...............Mittelalter (bis 1400);
5;De 846;;...............Neuzeit (nach 1400);
4;De 850;;............Tanz und Feste, Theater und Film;
4;De 855;;............Publizistik (Zeitung, Rundfunk, Fernsehen);
4;De xxx;yyy;............Recht, Verfassung, Verwaltung;
5;De 860;;...............zeitlich durchgehend;
5;De 862;;...............Mittelalter (bis 1400);
5;De 864;;...............Neuzeit (nach 1400);
5;De 866;;...............19. und 20. Jh.;
4;De 870;;............Militär- und Polizeiwesen;
4;De 875;;............Gesundheitswesen, Epidemien;
4;De 880;;............Jugend-, Armen- und Altersfürsorge;
4;De 885;;............Turnen, Sport, Spiele;
4;De xxx;yyy;............Wirtschaftsgeschichte (Handel, Gewerbe, Industrie, Verkehr);
5;De 900;;...............zeitlich durchgehend;
5;De 902;;...............Mittelalter (bis 1400);
5;De 904;;...............Neuzeit (nach 1400);
5;De 906;;...............19. und 20. Jh.;
4;De 920;925;............Handwerk und Zünfte;
4;De 930;;............Sozialstruktur (auch Sozialgeschichte);
4;De 935;;............Bevölkerungsdichte (sofern nicht unter Statistik);
4;De 940;;............Volkskunde (Brauchtum, häusliches Leben);
4;De 950;;............Rom im Spiegel der Dichtung (Anthologien);
4;De 960;;............Rom-Erlebnis (Aufenthaltsberichte, Tagebücher, Memoiren, Briefe);
4;De 970;;............Ausländer in Rom (nicht Künstler);
4;De 980;;............Italiener in Rom (nicht Künstler);
4;De 990;;............Varia;
2;Dg ;;......Statistik, Stadtpläne, Guiden, Veduten;
3;Dg 40;45;.........Adreßbücher und Einwohnerlisten;
3;Dg 60;65;.........Straßennamen-Verzeichnissse;
3;Dg 80;85;.........sonstige Statistiken;
4;Dg xxx;yyy;............Stadtpläne allgemein;
5;Dg 100;;...............zeitlich durchgehend;
5;Dg 102;;...............Antike und Mittelalter (bis 1400);
5;Dg 104;;...............Neuzeit (nach 1400);
5;Dg 106;;...............19. und 20. Jh.;
4;Dg xxx;yyy;............einzelne Stadtpläne;
5;Dg 110;112;...............Antike und Mittelalter (bis 1400);
5;Dg 115;117;...............1400-1499;
5;Dg 120;122;...............1500-1549;
5;Dg 125;127;...............1550-1599;
5;Dg 130;132;...............1600-1649;
5;Dg 135;137;...............1650-1699;
5;Dg 140;142;...............1700-1749;
5;Dg 145;147;...............1750-1799;
5;Dg 150;152;...............1800-1849;
5;Dg 155;157;...............1850-1899;
5;Dg 160;162;...............1900-1949;
5;Dg 165;167;...............1950-1999;
4;Dg xxx;yyy;............Topographie allgemein;
5;Dg 200;;...............zeitlich durchgehend;
5;Dg 210;214;...............Antike und Frühchristentum (bis 800);
5;Dg 220;226;...............Mittelalter (800-1400);
5;Dg 230;;...............Neuzeit;
5;Dg 232;248;...............Renaissance bis Barock (1400-1800);
5;Dg 250;254;...............19. und 20. Jh.;
4;Dg xxx;yyy;............Geschichte der Ausgrabungen (nach Grabungsepochen);
5;Dg 260;;...............zeitlich durchgehend;
5;Dg 265;;...............im Mittelalter (bis 1400);
5;Dg 270;;...............in der Neuzeit (ab 1400);
5;Dg 280;;...............im 19. und 20. Jh.;
4;Dg ;;............Guiden allgemein: ;einzelne Guiden = 410 ff.
5;Dg 300;;...............Bibliographien;
5;Dg 305;;...............zeitlich durchgehend;
5;Dg 310;316;...............Antike und Mittelalter (bis 1400);
5;Dg 320;;...............Neuzeit (1400 bis zur Gegenwart);
5;Dg 322;338;...............Renaissance bis Barock (1400-1800);
5;Dg 340;344;...............19. und 20. Jh.;
4;Dg 400;;............Sammeleditionen mehrerer Guiden (Reprints);
4;Dg xxx;yyy;............einzelne Guiden (Pilger-, Stadt-, und Kunstführer);
5;Dg 410;;...............Antike und Frühchristentum (bis 800);
5;Dg 430;;...............Mittelalter (800-1400);
5;Dg 450;;...............Neuzeit (1400 bis zur Gegenwart);
5;Dg 470;;...............19. Jh. (nur ohne Druckjahr-Angabe);
5;Dg 475;;...............20. Jh. (nur ohne Druckjahr-Angabe);
4;Dg 490;;............Sekundärliteratur zu einzelnen Guiden;
4;Dg xxx;yyy;............Veduten und Stadtansichten allgemein;
5;Dg 500;;...............zeitlich durchgehend;
5;Dg 505;;...............Mittelalter (bis 1400);
5;Dg 510;;...............Neuzeit (1400 bis zur Gegenwart);
4;Dg xxx;yyy;............einzelne Vedutenwerke bzw. Stadtansichten: ;Veduten einzelner Monumente werden topographisch klassifiziert
5;Dg 520;522;...............Mittelalter (bis 1400);
5;Dg 524;526;...............15. Jh.;
5;Dg 528;530;...............16. Jh.;
5;Dg 532;534;...............17. Jh.;
5;Dg 536;538;...............18. Jh.;
5;Dg 540;542;...............19. Jh.;
5;Dg 544;546;...............20. Jh.;
2;Dm ;;......Kunst allgemein;
3;Dm 20;;.........Wesenszüge der stadtrömischen Kunst (auch der einzelnen Kunstgattungen);
3;Dm 30;;.........Wesenszüge der stadtrömischen Kunst im Vergleich mit anderen Ortsstilen;
3;Dm 50;;.........Künstlerlexika;
4;Dm xxx;yyy;............Künstlergeschichte (nicht einzelne Künstler);
5;Dm 70;;...............zeitlich durchgehend;
5;Dm 72;;...............Mittelalter (bis 1400);
5;Dm 74;;...............Neuzeit (nach 1400);
5;Dm 76;;...............19. und 20. Jh.;
4;Dm xxx;yyy;............italienische Künstlereinwanderung nach Rom (nicht einzelne Künstler);
5;Dm 100;;...............allgemein;
5;Dm 110;122;...............Oberitalien;
5;Dm 130;138;...............Mittelitalien;
5;Dm 140;150;...............Unteritalien (auch mit Sizilien);
5;Dm 152;158;...............Inseln (ohne Sizilien);
4;Dm xxx;yyy;............fremdländische Künstlereinwanderung nach Rom (nicht einzelne Künstler);
5;Dm 200;;...............allgemein;
5;Dm 210;220;...............mitteleuropäische Länder;
5;Dm 225;240;...............westeuropäische Länder;
5;Dm 245;;...............südeuropäische Länder;
5;Dm 248;265;...............nordeuropäische Länder;
5;Dm 270;285;...............osteuropäische Länder;
5;Dm 290;320;...............Balkan-Länder;
5;Dm 330;;...............Asien;
5;Dm 340;;...............Afrika;
5;Dm 350;;...............Amerika;
5;Dm 360;;...............Australien und Südsee;
4;Dm 480;;............Varia;
4;Dm xxx;yyy;............Geschichte der stadtrömischen Kunst (allgemein oder vermischte Gattungen);
5;Dm 500;505;...............zeitlich durchgehend;
5;Dm 510;515;...............Frühchristentum und Mittelalter (bis 1400), gesamt;
5;Dm 520;525;...............Frühchristentum (vor 800);
5;Dm 530;535;...............Mittelalter (800-1400), gesamt;
5;Dm 540;546;...............idem (= Mittelalter (800-1400)), nach Jahrhunderten;
5;Dm 550;555;...............Neuzeit (nach 1400), gesamt;
5;Dm 560;640;...............idem (= Neuzeit (nach 1400)), nach Jahrhunderten;
5;Dm 650;670;...............19. und 20. Jh.;
2;Dn ;;......Architektur;
3;Dn ;;.........Baukunde und Varia ;Wesenszüge stadtrömischer Architektur = 20-30
4;Dn xxx;yyy;............Baumaterialien;
5;Dn 20;;...............allgemein;
5;Dn 22;;...............Steinbau und Steinbearbeitung;
5;Dn 24;;...............Ziegelbau und Ziegelherstellung;
5;Dn 28;;...............Holzbau;
5;Dn 32;;...............Beton- und Stahlbetonbau;
5;Dn 36;;...............Stahlbau;
5;Dn 40;;...............Glasbau;
5;Dn 48;;...............sonstige Bauweisen;
4;Dn ;;............Baubetrieb: ;Zunftwesen = 920 ff.
5;Dn 50;;...............zeitlich durchgehend;
5;Dn 52;;...............Antike und Frühchristentum (bis 800);
5;Dn 54;;...............Mittelalter (800-1400);
5;Dn 56;;...............Neuzeit (nach 1400);
5;Dn 58;;...............19. und 20. Jh.;
4;Dn 90;;............Varia;
3;Dn xxx;yyy;.........Geschichte der Architektur (außer Profanbau speziell);
4;Dn 100;105;............zeitlich durchgehend;
4;Dn 110;112;............Frühchristentum und Mittelalter (bis 1400), gesamt;
4;Dn 115;117;............Frühchristentum (vor 800);
4;Dn 120;122;............Mittelalter (800-1400), gesamt;
4;Dn 124;128;............idem (= Mittelalter (800-1400)), nach Jahrhunderten;
4;Dn 130;135;............Neuzeit (nach 1400), gesamt;
4;Dn 140;175;............idem (= Neuzeit (nach 1400)), nach Jahrhunderten;
4;Dn 177;185;............19. und 20. Jh.;
3;Dn xxx;yyy;.........Sachfragen zur Sakralarchitektur;
4;Dn xxx;yyy;............Ordensbaukunst;
5;Dn 202;;...............allgemein, zeitlich durchgehend;
5;Dn 204;;...............idem (= allgemein), Mittelalter (bis 1400);
5;Dn 206;;...............idem (= allgemein), Neuzeit (nach 1400);
5;Dn 208;;...............Benediktiner;
5;Dn 210;;...............Zisterzienser;
5;Dn 212;;...............Augustiner;
5;Dn 214;;...............Bettelorden, allgemein;
5;Dn 216;;...............idem (= Bettelorden), nur Franziskaner;
5;Dn 218;;...............idem (= Bettelorden), nur Dominikaner;
5;Dn 220;;...............idem (= Bettelorden), nur Karmeliten;
5;Dn 222;;...............idem (= Bettelorden), nur Kapuziner;
5;Dn 224;;...............idem (= Bettelorden), sonstige Bettelordenszweige;
5;Dn 226;;...............Jesuiten;
5;Dn 228;;...............sonstige geistliche Orden;
4;Dn ;;............Klosteranlagen (und deren einzelne Bauteile) allgemein: ;einzelne Klöster = 1010 ff.
5;Dn 230;;...............zeitlich durchgehend;
5;Dn 232;;...............Mittelalter (bis 1400);
5;Dn 234;;...............Neuzeit (nach 1400);
4;Dn xxx;yyy;............Friedhofsanlagen allgemein;
5;Dn 270;;...............zeitlich durchgehend;
5;Dn 276;;...............Mittelalter (800-1400);
5;Dn 278;;...............Neuzeit (nach 1400);
5;Dn 280;;...............19. und 20. Jh.;
5;Dn ;;...............;"einzelne Friedhöfe = Dt 410 ff.; Katakomben = Dm 520-525 bzw. Dt 20 ff."
4;Dn xxx;yyy;............Geschichte der Profanarchitektur;
5;Dn 300;305;...............zeitlich durchgehend;
5;Dn 310;312;...............Frühchristentum und Mittelalter (bis 1400);
5;Dn 315;317;...............Frühchristentum (vor 800);
5;Dn 320;;...............Mittelalter (800-1400), gesamt;
5;Dn 324;328;...............idem (= Mittelalter (800-1400)), nach Jahrhunderten;
5;Dn 330;;...............Neuzeit (nach 1400), gesamt;
5;Dn 340;375;...............idem (= Neuzeit (nach 1400)), nach Jahrhunderten;
5;Dn 377;385;...............19. und 20. Jh.;
3;Dn xxx;yyy;.........Sachfragen zur Profanarchitektur;
4;Dn xxx;yyy;............Öffentliche Bauten und Wohnhäuser (Castelli, Palazzi und Villen);
5;Dn 450;452;...............zeitlich durchgehend;
5;Dn 454;458;...............Frühchristentum und Mittelalter (bis 1400);
5;Dn 460;478;...............Neuzeit (nach 1400);
5;Dn 480;484;...............19. und 20. Jh.;
4;Dn xxx;yyy;............Gartenanlagen;
5;Dn 610;615;...............zeitlich durchgehend;
5;Dn 620;;...............Antike und Frühchristentum (bis 800);
5;Dn 630;;...............Mittelalter (800-1400);
5;Dn 640;;...............Neuzeit (nach 1400);
5;Dn 650;;...............19. und 20. Jh.;
4;Dn xxx;yyy;............Fest- und Gelegenheitsarchitektur (vorübergehend errichtete Triumphbögen, Trauergerüste, Ausstellungspavillons etc.);
5;Dn 710;712;...............zeitlich durchgehend;
5;Dn 720;725;...............Antike und Frühchristentum (bis 800);
5;Dn 730;735;...............Mittelalter (800-1400);
5;Dn 740;745;...............Neuzeit (nach 1400);
5;Dn 750;755;...............15. und 16. Jh.;
5;Dn 760;765;...............17. und 18. Jh.;
5;Dn 770;775;...............19. und 20. Jh.;
3;Dn xxx;yyy;.........Architektur-Zeichnung (Sammlungen von Entwürfen und Rissen zu geplanten oder ausgeführten Bauten, sowie Musterbücher und nicht lokalisierbare Idealprojekte);
4;Dn 810;812;............zeitlich durchgehend;
4;Dn 820;;............Frühchristentum (bis 800);
